timestamp,gpu_id,gpu_type,sample_idx,gpu_utilization,memory_utilization,sm_occupancy,active_sms,gpu_clock_mhz,memory_clock_mhz,gpu_temp_c,memory_temp_c,hotspot_temp_c,power_draw_w,power_rail_12v,power_rail_3v3,power_rail_gpu_core,power_efficiency,memory_bw_utilization,memory_bw_achieved_gbps,ecc_sbe_count,ecc_dbe_count,retired_pages_sbe,retired_pages_dbe,nvlink_bw_gbps,nvlink_replay_errors,nvlink_recovery_errors,nvlink_crc_errors,pcie_bw_gbps,pcie_replay_count,pcie_link_width,pcie_link_gen,kernel_exec_avg_ms,kernel_exec_p99_ms,kernel_exec_max_ms,cuda_assert_count,cuda_sync_errors,cuda_oom_events,tensor_core_util,fp16_checksum,fp32_checksum,fan_speed_rpm,xid_error_count,last_xid_code,warp_efficiency,gradient_norm,gradient_nan_count,gradient_inf_count,training_loss
2024-12-22 06:00:10,GPU-CFCD2084,A100_PCIe,10,61.99578003200782,78.5643772698578,52.710769398408225,104,1274.6493,1593.0321,57.861195,62.90528,70.9672,231.08049,11.999377,3.3001564,0.84306353,0.93800926,49.5821,959.4137,0,0,0,0,0.0,0,0,0,39.70964,0,16,4,22.35151,33.521557,67.06743,0,0,0,43.425434,1.0000019,0.99999964,2392,0,0,95.0201,0.13110796,0,0,1.9982083
2024-12-22 06:00:11,GPU-CFCD2084,A100_PCIe,11,44.594257109026074,73.42226552334725,37.74867842676586,102,1217.36,1592.8927,48.631813,53.629635,60.87822,178.69958,11.999721,3.299957,0.8169417,0.9557126,35.61842,689.21643,0,0,0,0,0.0,0,0,0,28.566996,0,16,4,18.923738,28.41846,56.837685,0,0,0,31.395897,0.9999981,1.0000001,1932,0,0,93.598,0.12213548,0,0,1.999193
2024-12-22 06:00:12,GPU-CFCD2084,A100_PCIe,12,44.75524602356799,73.37740827992036,38.029596917775876,102,1217.8179,1592.9827,48.667393,53.62547,60.9294,179.06656,11.999475,3.3003628,0.81684655,0.9559449,35.783115,692.40326,0,0,0,0,0.0,0,0,0,28.599758,0,16,4,18.908213,28.417124,56.817707,0,0,0,31.186865,0.9999989,1.0000001,1932,0,0,93.64993,0.12239619,0,0,1.9988778
2024-12-22 06:00:13,GPU-CFCD2084,A100_PCIe,13,44.77248010469975,73.4332171213694,37.90274778109083,102,1218.0167,1592.9991,48.68867,53.62871,60.882793,179.28635,11.999098,3.2995274,0.81710994,0.95543563,35.66864,690.18823,0,0,0,0,0.0,0,0,0,28.643913,0,16,4,18.95734,28.359314,56.69895,0,0,0,31.229914,1.0000046,0.9999995,1934,0,0,93.5386,0.12235513,0,0,1.998486
2024-12-22 06:00:14,GPU-CFCD2084,A100_PCIe,14,44.80532889860101,73.43592999032803,38.125603628371096,102,1217.9309,1592.9972,48.803062,53.85311,61.036255,179.42764,12.0014715,3.2997794,0.81723654,0.9548386,35.89352,694.5396,0,0,0,0,0.0,0,0,0,28.691492,0,16,4,18.9811,28.498287,57.021324,0,0,0,31.294397,0.99999636,0.9999997,1939,0,0,93.5779,0.12274804,0,0,1.9989699
2024-12-22 06:00:15,GPU-CFCD2084,A100_PCIe,15,44.9425992069475,73.4232913698355,38.20038150996291,102,1218.7482,1593.0089,48.802345,53.8167,61.068653,179.58101,12.000063,3.3002212,0.8171683,0.9555743,35.79018,692.54,0,0,0,0,0.0,0,0,0,28.749651,0,16,4,18.957754,28.393454,56.92455,0,0,0,31.627295,0.9999968,1.0000002,1940,0,0,93.532074,0.12273551,0,0,1.9984063
2024-12-22 06:00:16,GPU-CFCD2084,A100_PCIe,16,44.92379043963232,73.49024637406075,38.329996479393806,102,1218.6704,1592.9165,48.858536,53.874863,61.097298,179.80534,11.999926,3.3000176,0.81764495,0.95568854,35.85197,693.7356,0,0,0,0,0.0,0,0,0,28.805065,0,16,4,18.961197,28.46193,56.810734,0,0,0,31.579813,1.0000021,1.0000001,1943,0,0,93.580315,0.122460626,0,0,1.9981576
2024-12-22 06:00:17,GPU-CFCD2084,A100_PCIe,17,45.10716717910781,73.54384981571738,38.48451124300522,102,1219.1227,1592.9272,48.897865,53.942554,61.189556,180.17345,12.000248,3.3001785,0.81764394,0.9541551,35.916466,694.9836,0,0,0,0,0.0,0,0,0,28.84775,0,16,4,19.049692,28.546532,56.91624,0,0,0,31.464825,1.0000038,1.0000001,1943,0,0,93.62577,0.122766465,0,0,1.99761
2024-12-22 06:00:18,GPU-CFCD2084,A100_PCIe,18,45.167155731645096,73.49448141107018,38.234775763061236,102,1219.6139,1592.9253,48.934334,53.88478,61.195072,180.45857,12.000053,3.3000996,0.81787664,0.95481664,35.981396,696.24,0,0,0,0,0.0,0,0,0,28.872593,0,16,4,19.040464,28.6253,57.167557,0,0,0,31.530676,1.0000029,1.0000004,1948,0,0,93.62195,0.122199856,0,0,1.9992766
2024-12-22 06:00:19,GPU-CFCD2084,A100_PCIe,19,45.20052028016017,73.59806114659686,38.43089308465174,102,1219.7458,1592.838,48.976685,53.965927,61.159435,180.84196,11.999779,3.3002522,0.81792593,0.9548976,36.24743,701.38776,0,0,0,0,0.0,0,0,0,28.957577,0,16,4,18.936756,28.44034,56.893467,0,0,0,31.681608,1.0000006,0.99999994,1948,0,0,93.595474,0.12258242,0,0,2.0003688
2024-12-22 06:00:20,GPU-CFCD2084,A100_PCIe,20,45.24501871520882,73.55461132214846,38.47340025553022,102,1220.0018,1593.0342,49.001583,53.9945,61.299927,180.88148,11.999238,3.2994716,0.81760025,0.954599,36.308537,702.5701,0,0,0,0,0.0,0,0,0,28.997347,0,16,4,18.997578,28.437035,56.844486,0,0,0,31.593372,0.99999917,1.0000004,1951,0,0,93.61857,0.12259331,0,0,1.9956003
2024-12-22 06:00:21,GPU-CFCD2084,A100_PCIe,21,45.31847343120887,73.59218292876754,38.609298110831055,102,1219.9789,1593.0895,49.11136,54.133625,61.37526,180.95248,12.001565,3.3005111,0.8178908,0.95412993,36.28107,702.03876,0,0,0,0,0.0,0,0,0,29.03607,0,16,4,19.002623,28.403214,56.96063,0,0,0,31.742363,0.99999946,1.0000006,1956,0,0,93.55052,0.122276686,0,0,1.9976538
2024-12-22 06:00:22,GPU-CFCD2084,A100_PCIe,22,45.480098863962596,73.65563027166525,38.65237522777896,102,1220.4146,1593.0796,49.125874,54.105095,61.327484,181.32333,11.99943,3.2998064,0.81850266,0.9541988,36.29525,702.3131,0,0,0,0,0.0,0,0,0,29.081423,0,16,4,19.083223,28.696201,57.534378,0,0,0,31.714287,1.0000008,1.0000002,1955,0,0,93.63737,0.12263425,0,0,1.9976252
2024-12-22 06:00:23,GPU-CFCD2084,A100_PCIe,23,63.10522213586417,78.88290754596366,53.54150618768742,104,1278.2029,1592.9738,58.415783,63.37974,71.55727,234.21959,11.999069,3.300023,0.8447043,0.9362289,50.563366,978.4011,0,0,0,0,0.0,0,0,0,40.335682,0,16,4,22.614408,33.879253,67.71304,0,0,0,44.115135,1.0000019,1.0000001,2422,0,0,95.10471,0.13174802,0,0,1.9978616
2024-12-22 06:00:24,GPU-CFCD2084,A100_PCIe,24,45.56242684631136,73.68170258796073,38.716475296440706,102,1220.3239,1592.919,49.1592,54.122887,61.388496,181.73372,11.99992,3.2997596,0.81807667,0.95478135,36.550014,707.2428,0,0,0,0,0.0,0,0,0,29.193052,0,16,4,19.113274,28.633802,57.422096,0,0,0,32.00202,1.0000011,1.0,1956,0,0,93.58629,0.12283684,0,0,2.000379
2024-12-22 06:00:25,GPU-CFCD2084,A100_PCIe,25,45.70448799941915,73.69050780632043,38.71379199042923,102,1221.0325,1593.0745,49.21314,54.24762,61.527115,182.14282,12.002157,3.299885,0.8186095,0.9548724,36.423717,704.7989,0,0,0,0,0.0,0,0,0,29.213516,0,16,4,19.11026,28.70991,57.46188,0,0,0,32.148182,0.99999595,1.0,1959,0,0,93.65315,0.12294471,0,0,1.9975551
2024-12-22 06:00:26,GPU-CFCD2084,A100_PCIe,26,45.62807684276217,73.73116426051398,38.98908985792256,102,1221.2736,1593.0638,49.275406,54.253128,61.561638,182.27747,11.999179,3.3000915,0.81846356,0.95479053,36.637695,708.9394,0,0,0,0,0.0,0,0,0,29.287249,0,16,4,19.191538,28.725912,57.378944,0,0,0,31.870779,0.9999977,1.0,1963,0,0,93.714935,0.12265762,0,0,1.9970543
2024-12-22 06:00:27,GPU-CFCD2084,A100_PCIe,27,45.79452902455761,73.65365226083885,39.00108559303173,102,1221.6268,1593.0217,49.359505,54.342945,61.614037,182.55351,12.00071,3.300294,0.8183251,0.95415854,36.693584,710.0209,0,0,0,0,0.0,0,0,0,29.333754,0,16,4,19.178741,28.78006,57.548145,0,0,0,32.14072,1.0000006,1.0,1966,0,0,93.62547,0.122734845,0,0,1.9979113
2024-12-22 06:00:28,GPU-CFCD2084,A100_PCIe,28,45.9040438954389,73.69858496014903,39.11179813472548,102,1221.6682,1593.1744,49.28539,54.304424,61.613117,182.90361,11.999754,3.3003604,0.8191903,0.95420283,36.79657,712.0136,0,0,0,0,0.0,0,0,0,29.382446,0,16,4,19.144697,28.718151,57.41699,0,0,0,32.201916,0.99999726,0.99999976,1962,0,0,93.66453,0.12292822,0,0,1.9980313
2024-12-22 06:00:29,GPU-CFCD2084,A100_PCIe,29,45.9276212550127,73.81929935878287,39.053832306887706,102,1221.733,1592.9973,49.4075,54.38653,61.724953,182.76288,12.000245,3.300173,0.8189884,0.9544458,37.06066,717.12384,0,0,0,0,0.0,0,0,0,29.41698,0,16,4,19.162554,28.738935,57.40427,0,0,0,32.16437,0.9999962,1.0000001,1971,0,0,93.72519,0.12306109,0,0,1.9964931
2024-12-22 06:00:30,GPU-CFCD2084,A100_PCIe,30,46.002299960912794,73.85903436100827,39.084033248379626,102,1222.4133,1592.9744,49.466976,54.41583,61.76047,183.26512,12.000922,3.2997615,0.81913114,0.95384836,36.76495,711.4018,0,0,0,0,0.0,0,0,0,29.460394,0,16,4,19.181211,28.843536,57.623676,0,0,0,32.181683,1.0000018,1.0,1972,0,0,93.7886,0.123150945,0,0,1.9969127
2024-12-22 06:00:31,GPU-CFCD2084,A100_PCIe,31,63.601847738565354,79.05615488418678,53.987795828553686,104,1279.7241,1592.96,58.68202,63.634567,71.81429,235.91628,11.998281,3.3001478,0.8452115,0.93597835,50.968975,986.2497,0,0,0,0,0.0,0,0,0,40.75327,0,16,4,22.714485,34.099693,68.24453,0,0,0,44.489967,1.0000005,1.0000002,2434,0,0,95.101845,0.131828,0,0,1.9968563
2024-12-22 06:00:32,GPU-CFCD2084,A100_PCIe,32,63.73571997372789,79.10569538861806,54.19635190801904,104,1280.8029,1592.8439,58.77503,63.773323,71.92724,236.05965,11.999104,3.300096,0.8453466,0.9360535,51.124153,989.2523,0,0,0,0,0.0,0,0,0,40.78097,0,16,4,22.745045,34.176315,68.312645,0,0,0,44.41743,1.0000031,1.0000001,2439,0,0,95.11129,0.13174687,0,0,1.9984113
2024-12-22 06:00:33,GPU-CFCD2084,A100_PCIe,33,63.78321512166652,79.15012522935567,54.12130731393043,104,1280.5428,1593.0662,58.78048,63.7954,71.935905,236.3733,12.000908,3.3000236,0.84537333,0.9362758,51.20739,990.863,0,0,0,0,0.0,0,0,0,40.84781,0,16,4,22.775427,34.14815,68.26803,0,0,0,44.734013,1.0000019,0.9999999,2440,0,0,95.056694,0.13179365,0,0,1.9968388
2024-12-22 06:00:34,GPU-CFCD2084,A100_PCIe,34,46.22927670812831,73.93679987791546,39.59390129984212,102,1223.3088,1592.9895,49.602276,54.596207,61.950314,184.25981,12.000097,3.3002136,0.81982875,0.95335096,37.10891,718.05743,0,0,0,0,0.0,0,0,0,29.681719,0,16,4,19.23978,28.816225,57.61173,0,0,0,32.378067,0.99999875,0.99999976,1981,0,0,93.723656,0.12304482,0,0,1.9970522
2024-12-22 06:00:35,GPU-CFCD2084,A100_PCIe,35,46.312579435163464,73.85083934725932,39.343083970741105,102,1223.6572,1593.051,49.611496,54.62441,61.866253,184.45296,12.000212,3.2994897,0.81933105,0.9537495,37.02109,716.35815,0,0,0,0,0.0,0,0,0,29.72261,0,16,4,19.23371,28.912897,57.80898,0,0,0,32.341003,1.0000005,1.0,1979,0,0,93.70256,0.123072505,0,0,1.995902
2024-12-22 06:00:36,GPU-CFCD2084,A100_PCIe,36,46.47965227017075,73.91937764346382,39.56602056654175,102,1223.9214,1593.1842,49.6614,54.613014,61.985313,184.34811,12.000711,3.299189,0.82009745,0.9529419,37.033363,716.5955,0,0,0,0,0.0,0,0,0,29.7726,0,16,4,19.318953,28.94419,57.980446,0,0,0,32.59353,0.9999984,0.9999998,1984,0,0,93.7348,0.12308589,0,0,1.9968609
2024-12-22 06:00:37,GPU-CFCD2084,A100_PCIe,37,46.619759737715206,73.9643863871366,39.76013923253275,102,1223.576,1592.9609,49.69093,54.64457,62.010532,184.6999,11.99911,3.3004758,0.8196911,0.95331067,37.356487,722.848,0,0,0,0,0.0,0,0,0,29.829874,0,16,4,19.351616,29.034842,57.987038,0,0,0,32.645958,0.9999968,1.0,1984,0,0,93.74669,0.123403884,0,0,1.9961505
2024-12-22 06:00:38,GPU-CFCD2084,A100_PCIe,38,46.50367400495456,74.02868289820327,39.72815462952862,102,1224.5004,1592.7662,49.776943,54.844563,62.15179,185.09987,12.001055,3.2999475,0.8197572,0.9534937,37.369072,723.09155,0,0,0,0,0.0,0,0,0,29.879784,0,16,4,19.402111,29.128578,58.280193,0,0,0,32.752663,1.0000024,0.9999999,1989,0,0,93.72431,0.12334468,0,0,1.9959418
2024-12-22 06:00:39,GPU-CFCD2084,A100_PCIe,39,46.71475740972443,74.12335958913947,39.750597409633706,102,1224.5984,1593.0481,49.798054,54.835037,62.1446,185.23206,12.00082,3.3001664,0.820106,0.9533083,37.408607,723.85657,0,0,0,0,0.0,0,0,0,29.921394,0,16,4,19.365139,29.001532,57.851757,0,0,0,32.90307,0.9999996,1.0000002,1989,0,0,93.79145,0.12347849,0,0,1.9955225
2024-12-22 06:00:40,GPU-CFCD2084,A100_PCIe,40,46.78937420257054,74.03716449348813,39.70095835167322,102,1224.5712,1593.0167,49.838886,54.861954,62.201344,185.46104,12.000238,3.2996528,0.8200946,0.95288503,37.485023,725.3352,0,0,0,0,0.0,0,0,0,29.976336,0,16,4,19.334993,28.956503,57.860836,0,0,0,32.778687,1.0000027,1.0000001,1992,0,0,93.76757,0.12335197,0,0,1.9962119
2024-12-22 06:00:41,GPU-CFCD2084,A100_PCIe,41,64.48759096111174,79.26500811053907,54.60547016929605,104,1282.3617,1592.9268,59.155605,64.13582,72.35481,238.05605,12.000468,3.300505,0.8466259,0.9358897,51.621284,998.8719,0,0,0,0,0.0,0,0,0,41.23015,0,16,4,22.905285,34.34163,68.55251,0,0,0,45.05307,1.0000002,1.0000002,2459,0,0,95.12343,0.13218512,0,0,1.9957452
2024-12-22 06:00:42,GPU-CFCD2084,A100_PCIe,42,46.9502353381089,74.10809171698158,40.00434116413329,102,1225.1699,1593.0397,49.93404,54.9269,62.233467,185.84546,12.001165,3.30014,0.82028455,0.9531317,37.633305,728.20447,0,0,0,0,0.0,0,0,0,30.066233,0,16,4,19.388634,29.127592,58.41698,0,0,0,32.842266,1.0000006,0.99999994,1997,0,0,93.70861,0.12311869,0,0,1.9948342
2024-12-22 06:00:43,GPU-CFCD2084,A100_PCIe,43,47.07249524311394,74.16769460157654,40.14270324156304,102,1225.1346,1593.0786,49.9414,54.94135,62.280857,186.01273,11.999406,3.2999282,0.8205116,0.9521149,37.67828,729.0747,0,0,0,0,0.0,0,0,0,30.105652,0,16,4,19.356094,29.054907,58.123203,0,0,0,32.90523,1.0000012,1.0,1998,0,0,93.82195,0.1236757,0,0,1.9947902
2024-12-22 06:00:44,GPU-CFCD2084,A100_PCIe,44,47.13416059158218,74.14202611362032,40.01294738861473,102,1226.2949,1592.9054,50.060642,55.10007,62.448013,186.21173,12.000661,3.3001142,0.82053685,0.95305645,37.64119,728.35706,0,0,0,0,0.0,0,0,0,30.16541,0,16,4,19.423199,29.053598,58.064613,0,0,0,32.914204,0.99999964,1.0000002,2002,0,0,93.81459,0.123640314,0,0,1.9958075
2024-12-22 06:00:45,GPU-CFCD2084,A100_PCIe,45,47.07401020197318,74.1242873150654,40.00766141253719,102,1226.478,1592.9698,49.983948,54.996033,62.375034,186.47975,12.001744,3.2993033,0.820975,0.95262927,37.865425,732.6959,0,0,0,0,0.0,0,0,0,30.201698,0,16,4,19.451674,29.294676,58.415665,0,0,0,32.9979,0.9999995,1.0000001,1998,0,0,93.78734,0.1236264,0,0,1.9955946
2024-12-22 06:00:46,GPU-CFCD2084,A100_PCIe,46,47.32408519677069,74.22171758850439,39.940476904031975,102,1226.4216,1593.1477,50.005024,55.0208,62.3517,186.74117,12.000641,3.3001492,0.82101953,0.952512,37.764664,730.7463,0,0,0,0,0.0,0,0,0,30.254112,0,16,4,19.512941,29.292215,58.450493,0,0,0,33.022453,1.0000005,1.0000001,2000,0,0,93.7303,0.123822235,0,0,1.9960291
2024-12-22 06:00:47,GPU-CFCD2084,A100_PCIe,47,47.367054433002465,74.23278101824206,40.152934561334035,102,1226.473,1592.9279,50.04243,55.037403,62.37571,186.98628,11.999778,3.3005946,0.82108074,0.9523139,37.98008,734.91455,0,0,0,0,0.0,0,0,0,30.31062,0,16,4,19.47368,29.185102,58.455368,0,0,0,33.04401,1.0000025,0.9999999,2002,0,0,93.77636,0.12401737,0,0,1.9954284
2024-12-22 06:00:48,GPU-CFCD2084,A100_PCIe,48,64.96789677922261,79.44017696506332,55.185424876856885,104,1284.2513,1593.0067,59.351093,64.37487,72.555695,239.72798,12.002318,3.300126,0.8476168,0.9346614,51.910656,1004.4712,0,0,0,0,0.0,0,0,0,41.559143,0,16,4,22.954866,34.423145,68.88176,0,0,0,45.629852,1.000001,1.0000001,2467,0,0,95.215866,0.13231194,0,0,1.9941056
2024-12-22 06:00:49,GPU-CFCD2084,A100_PCIe,49,65.24909071835374,79.51931196253746,55.421401307291,104,1284.7838,1592.7375,59.501907,64.51098,72.747116,240.1426,12.000231,3.3000743,0.8475729,0.93506914,52.069756,1007.54974,0,0,0,0,0.0,0,0,0,41.621807,0,16,4,22.927227,34.37631,68.60852,0,0,0,45.64802,1.0,0.9999999,2476,0,0,95.16403,0.13278992,0,0,1.995671
2024-12-22 06:00:50,GPU-CFCD2084,A100_PCIe,50,64.96457409245477,79.5667768810174,55.39349110275804,104,1285.3296,1592.8518,59.537735,64.539055,72.797676,240.17815,12.001399,3.299873,0.8476702,0.9351288,52.24806,1010.99994,0,0,0,0,0.0,0,0,0,41.650753,0,16,4,22.968761,34.430813,68.717995,0,0,0,45.376446,0.99999917,1.0000004,2476,0,0,95.28252,0.1327975,0,0,1.9941398
2024-12-22 06:00:51,GPU-CFCD2084,A100_PCIe,51,65.26919545576939,79.59698969973913,55.42136514851524,104,1284.877,1593.0157,59.604683,64.58239,72.9219,240.63976,11.999578,3.3004332,0.84772456,0.9348956,52.198627,1010.04346,0,0,0,0,0.0,0,0,0,41.684776,0,16,4,22.994333,34.561447,69.30769,0,0,0,45.647785,0.99999976,1.0,2480,0,0,95.165054,0.13250011,0,0,1.9959334
2024-12-22 06:00:52,GPU-CFCD2084,A100_PCIe,52,47.71740467802778,74.31773749991274,40.53444183552818,102,1227.473,1593.1228,50.27601,55.272602,62.667675,188.15556,12.001068,3.3004923,0.82145876,0.9526451,38.329357,741.67303,0,0,0,0,0.0,0,0,0,30.563278,0,16,4,19.61358,29.562958,59.261444,0,0,0,33.40776,0.9999983,1.0000002,2014,0,0,93.77165,0.123649016,0,0,1.9957614
2024-12-22 06:00:53,GPU-CFCD2084,A100_PCIe,53,65.33510318223212,79.58103585656306,55.46186735704578,104,1286.0038,1592.8638,59.667557,64.63517,72.958,240.99751,11.999454,3.299827,0.847834,0.9349147,52.217148,1010.4018,0,0,0,0,0.0,0,0,0,41.80391,0,16,4,23.055933,34.55313,69.135796,0,0,0,45.736996,0.99999803,0.99999994,2482,0,0,95.23436,0.13271518,0,0,1.9941047
2024-12-22 06:00:54,GPU-CFCD2084,A100_PCIe,54,47.88404618757234,74.41512402834674,40.84432513849115,102,1227.779,1593.0074,50.4019,55.400696,62.765022,188.70744,12.000323,3.3001435,0.8218596,0.95131046,38.31904,741.4734,0,0,0,0,0.0,0,0,0,30.648487,0,16,4,19.57377,29.3332,58.678005,0,0,0,33.375645,0.9999995,0.99999994,2020,0,0,93.88136,0.12416965,0,0,1.9937693
2024-12-22 06:00:55,GPU-CFCD2084,A100_PCIe,55,47.93736673357728,74.3404398557548,40.78847163024169,102,1228.2659,1592.9624,50.446957,55.449623,62.846767,188.79868,11.999393,3.300093,0.8221478,0.9516706,38.334797,741.77826,0,0,0,0,0.0,0,0,0,30.688322,0,16,4,19.636612,29.449509,58.882214,0,0,0,33.389236,1.0,0.99999994,2021,0,0,93.73575,0.12372956,0,0,1.9932982
2024-12-22 06:00:56,GPU-CFCD2084,A100_PCIe,56,48.00466215022879,74.42919881055795,40.6227642445237,102,1228.7477,1593.0953,50.505978,55.43384,62.913525,189.08374,12.001902,3.3001606,0.82217234,0.9524365,38.26511,740.4299,0,0,0,0,0.0,0,0,0,30.726028,0,16,4,19.631876,29.365223,58.604694,0,0,0,33.62168,1.0000014,0.99999964,2025,0,0,93.809296,0.12377,0,0,1.9931011
2024-12-22 06:00:57,GPU-CFCD2084,A100_PCIe,57,48.13464085341217,74.37966003348893,40.83028581654517,102,1228.6067,1592.8782,50.491356,55.484447,62.89148,189.29431,11.999779,3.299691,0.82228523,0.9513774,38.598766,746.8861,0,0,0,0,0.0,0,0,0,30.785328,0,16,4,19.612492,29.450415,58.986866,0,0,0,33.643433,0.99999774,0.99999946,2023,0,0,93.7398,0.12417456,0,0,1.9959283
2024-12-22 06:00:58,GPU-CFCD2084,A100_PCIe,58,48.09984487214998,74.49987763961946,40.87642239115058,102,1229.6616,1593.043,50.665745,55.63047,63.074417,189.60986,11.998892,3.300457,0.82206506,0.9507151,38.60959,747.0955,0,0,0,0,0.0,0,0,0,30.84786,0,16,4,19.684034,29.53726,59.05497,0,0,0,33.678673,1.0,0.99999994,2034,0,0,93.90766,0.124123074,0,0,1.9933947
2024-12-22 06:00:59,GPU-CFCD2084,A100_PCIe,59,48.31190153018397,74.46973821258027,40.97221036054092,102,1229.838,1592.9346,50.656166,55.671124,63.07456,189.78772,12.000095,3.300226,0.8225049,0.9524657,38.663284,748.1345,0,0,0,0,0.0,0,0,0,30.888783,0,16,4,19.626013,29.44799,58.96901,0,0,0,33.766117,1.0000008,0.99999964,2032,0,0,93.82768,0.124304354,0,0,1.9937044
